x,z
88920.3902196829,-2443.02014160156
89109.5825392992,-2431.35837809245
89298.7748589156,-2391.50988769531
89487.9671785319,-2390.33443196615
89677.1594981483,-2390.87841796875
89866.3518177646,-2385.96848551432
90055.544137381,-2377.95617675781
90244.7364569973,-2347.54435221354
90433.9287766137,-2304.08418782552
90623.12109623,-2255.21801757813
90812.3134158464,-2259.37100219727
91001.5057354627,-2319.44982910156
91190.698055079,-2347.63254801432
91379.8903746954,-2337.09493001302
91569.0826943117,-2333.11006673177
91758.2750139281,-2328.66813151042
91947.4673335444,-2333.61869303385
92136.6596531608,-2361.8451944987
92325.8519727771,-2404.78778076172
92515.0442923935,-2409.63370768229
92704.2366120098,-2345.68342081706
92893.4289316262,-2403.04484049479
93082.6212512425,-2495.35679117839
93271.8135708589,-2452.59490966797
93461.0058904752,-2295.65617879232
93650.1982100915,-2184.81171671549
93839.3905297079,-2117.48828125
94028.5828493242,-2130.83939615885
94217.7751689406,-2241.72969563802
94406.9674885569,-2380.89544677734
94596.1598081733,-2493.98449707031
94785.3521277896,-2655.13157145182
94974.544447406,-2776.85424804688
95163.7367670223,-2897.87410481771
95352.9290866387,-2981.5458984375
95542.121406255,-3018.60845947266
95731.3137258714,-3057.22106933594
95920.5060454877,-3073.98708089193
96109.698365104,-3068.60333251953
96298.8906847204,-3090.82478841146
96488.0830043367,-3129.70831298828
96677.2753239531,-3210.16434733073
96866.4676435694,-3245.07627360026
97055.6599631858,-3268.71569824219
97244.8522828021,-3324.04113769531
97434.0446024185,-3367.22052001953
97623.2369220348,-3379.34387207031
97812.4292416512,-3366.15291341146
98001.6215612675,-3359.72778320313
98190.8138808839,-3332.76041666667
98380.0062005002,-3336.86362711589
98569.1985201166,-3371.6182047526
98758.3908397329,-3386.17840576172
98947.5831593492,-3387.77355957031
99136.7754789656,-3398.31811523438
99325.9677985819,-3454.4482014974
99515.1601181983,-3531.5028889974
99704.3524378146,-3579.39611816406
99893.544757431,-3624.72981770833
100082.737077047,-3679.39560953776
100271.929396664,-3735.7807413737
100461.12171628,-3790.27793375651
100650.314035896,-3857.66984049479
100839.506355513,-3936.20587158203
101028.698675129,-4016.46573893229
101217.890994745,-4095.20532226563
101407.083314362,-4187.93627929688
101596.275633978,-4277.95548502604
101785.467953594,-4342.74743652344
101974.660273211,-4434.54406738281
102163.852592827,-4464.76871744792
102353.044912443,-4515.49503580729
102542.23723206,-4497.90755208333
102731.429551676,-4511.90067545573
102920.621871293,-4504.90486653646
103109.814190909,-4512.66809082031
103299.006510525,-4554.20967610677
103488.198830142,-4602.7704671224
103677.391149758,-4606.16495768229
103866.583469374,-4605.29341634115
104055.775788991,-4602.55672200521
104244.968108607,-4597.3710530599
104434.160428223,-4529.54650878906
104623.35274784,-4503.44201660156
104812.545067456,-4513.25272623698
105001.737387072,-4572.20853678385
105190.929706689,-4655.00903320313
105380.122026305,-4717.63802083333
105569.314345921,-4754.08923339844
105758.506665538,-4796.96512858073
105947.698985154,-4852.9404296875
106136.89130477,-4930.16166178385
106326.083624387,-5004.9932047526
106515.275944003,-5035.71659342448
106704.468263619,-5118.56990559896
106893.660583236,-5157.90828450521
107082.852902852,-5126.64367675781
107272.045222468,-5069.85884602865
107461.237542085,-5034.86710611979
107650.429861701,-5013.82503255208
107839.622181318,-5081.79073079427
108028.814500934,-5059.93074544271
108218.00682055,-5008.39489746094
108407.199140167,-5006.56075032552
108596.391459783,-5038.83756510417
108785.583779399,-5075.48571777344
108974.776099016,-5108.21866861979
109163.968418632,-5152.2422281901
109353.160738248,-5191.51110839844
109542.353057865,-5225.25911458333
109731.545377481,-5254.64676920573
109920.737697097,-5267.29895019531
110109.930016714,-5244.10473632813
110299.12233633,-5139.6826578776
110488.314655946,-5095.5175374349
110677.506975563,-5108.82185872396
110866.699295179,-5172.8271077474
111055.891614795,-5242.96329752604
111245.083934412,-5305.17952473958
111434.276254028,-5353.75992838542
111623.468573644,-5421.345703125
111812.660893261,-5547.48124186198
112001.853212877,-5532.17374674479
112191.045532494,-5354.93505859375
112380.23785211,-5280.07499186198
112569.430171726,-5199.33129882813
112758.622491343,-5144.07987467448
112947.814810959,-5101.81376139323
113137.007130575,-5084.98209635417
113326.199450192,-5070.62581380208
113515.391769808,-5038.79870605469
113704.584089424,-5000.79703776042
113893.776409041,-4978.06168619792
114082.968728657,-4961.55712890625
114272.161048273,-4933.73551432292
114461.35336789,-4904.73087565104
114650.545687506,-4891.92374674479
114839.738007122,-4827.53629557292
115028.930326739,-4758.6317952474
115218.122646355,-4710.97159830729
115407.314965971,-4690.39855957031
115596.507285588,-4674.62414550781
115785.699605204,-4650.90417480469
115974.89192482,-4683.65128580729
116164.084244437,-4753.47416178385
116353.276564053,-4851.34525553385
116542.468883669,-4943.36291503906
116731.661203286,-5013.98286946615
116920.853522902,-5090.45922851563
117110.045842519,-5177.79919433594
117299.238162135,-5250.58260091146
117488.430481751,-5171.46931966146
117677.622801368,-5107.76892089844
117866.815120984,-5054.10729980469
118056.0074406,-5022.6073811849
118245.199760217,-5042.11580403646
118434.392079833,-5070.4433186849
118623.584399449,-5047.42150878906
118812.776719066,-4977.09802246094
119001.969038682,-4899.65096028646
119191.161358298,-4819.20764160156
119380.353677915,-4763.12654622396
119569.545997531,-4672.9159749349
119758.738317147,-4605.99552408854
119947.930636764,-4610.63916015625
120137.12295638,-4685.89929199219
120326.315275996,-4794.06103515625
120515.507595613,-4912.50435384115
120704.699915229,-5001.78271484375
120893.892234845,-4984.45247395833
121083.084554462,-4964.55932617188
121272.276874078,-4961.20556640625
121461.469193694,-4985.8700764974
121650.661513311,-5040.18082682292
121839.853832927,-5117.47937011719
122029.046152544,-5157.61832682292
122218.23847216,-5111.28251139323
122407.430791776,-5070.03523763021
122596.623111393,-5067.08846028646
122785.815431009,-5090.16536458333
122975.007750625,-5103.68351236979
123164.200070242,-5107.12548828125
123353.392389858,-5102.18855794271
123542.584709474,-5143.693359375
123731.777029091,-5186.20100911458
123920.969348707,-5198.9238688151
124110.161668323,-5229.01741536458
124299.35398794,-5246.01009114583
124488.546307556,-5259.7362874349
124677.738627172,-5269.31380208333
124866.930946789,-5291.67549641927
125056.123266405,-5309.24792480469
125245.315586021,-5371.93440755208
125434.507905638,-5340.14835611979
125623.700225254,-5248.91296386719
125812.89254487,-5200.15995279948
126002.084864487,-5182.91931152344
126191.277184103,-5208.64034016927
126380.469503719,-5276.32552083333
126569.661823336,-5324.90506998698
126758.854142952,-5297.78894042969
126948.046462569,-5241.17757161458
127137.238782185,-5198.56563313802
127326.431101801,-5169.96020507813
127515.623421418,-5086.12231445313
127704.815741034,-5024.76094563802
127894.00806065,-4985.2548421224
128083.200380267,-4980.09045410156
128272.392699883,-5021.67224121094
128461.585019499,-5106.18436686198
128650.777339116,-5207.27433268229
128839.969658732,-5303.83907063802
129029.161978348,-5377.1855061849
129218.354297965,-5396.53104654948
129407.546617581,-5348.77628580729
129596.738937197,-5276.90612792969
129785.931256814,-5232.68969726563
129975.12357643,-5174.51236979167
130164.315896046,-5131.15893554688
130353.508215663,-5096.880859375
130542.700535279,-5066.51729329427
130731.892854895,-5039.11328125
130921.085174512,-5009.85583496094
131110.277494128,-4993.69816080729
131299.469813745,-4966.44702148438
131488.662133361,-4967.41662597656
131677.854452977,-5017.53580729167
131867.046772594,-5044.75614420573
132056.23909221,-5065.47375488281
132245.431411826,-5062.94132486979
132434.623731443,-5012.3905843099
132623.816051059,-4929.07100423177
132813.008370675,-4843.40759277344
133002.200690292,-4786.64664713542
133191.393009908,-4800.02083333333
133380.585329524,-4862.61857096354
133569.777649141,-4924.30521647135
133758.969968757,-4941.22192382813
133948.162288373,-4883.95532226563
134137.35460799,-4829.3466389974
134326.546927606,-4785.12080891927
134515.739247222,-4744.94913736979
134704.931566839,-4727.08707682292
134894.123886455,-4737.74165852865
135083.316206071,-4731.53731282552
135272.508525688,-4663.07002766927
135461.700845304,-4598.5605875651
135650.89316492,-4551.81778971354
135840.085484537,-4513.70255533854
136029.277804153,-4474.64249674479
136218.47012377,-4439.06632486979
136407.662443386,-4396.34643554688
136596.854763002,-4364.0956624349
136786.047082619,-4350.47184244792
136975.239402235,-4359.6318766276
137164.431721851,-4377.26892089844
137353.624041468,-4374.04284667969
137542.816361084,-4407.44266764323
137732.0086807,-4437.86564127604
137921.201000317,-4510.98177083333
138110.393319933,-4637.98954264323
138299.585639549,-4768.74914550781
138488.777959166,-4871.47859700521
138677.970278782,-4878.60168457031
138867.162598398,-4786.93208821615
139056.354918015,-4714.48758951823
139245.547237631,-4644.4980061849
139434.739557247,-4590.50919596354
139623.931876864,-4542.99869791667
139813.12419648,-4514.58508300781
140002.316516096,-4513.2598063151
140191.508835713,-4538.56909179688
140380.701155329,-4584.75821940104
140569.893474945,-4645.88911946615
140759.085794562,-4719.86214192708
140948.278114178,-4763.7265218099
141137.470433795,-4806.7861328125
141326.662753411,-4860.26871744792
141515.855073027,-4922.84586588542
141705.047392644,-4979.74324544271
141894.23971226,-5002.66491699219
142083.432031876,-5012.52897135417
142272.624351493,-5030.43664550781
142461.816671109,-5039.62410481771
142651.008990725,-5066.13419596354
142840.201310342,-5121.99576822917
143029.393629958,-5134.27600097656
143218.585949574,-5123.0185953776
143407.778269191,-5119.61116536458
143596.970588807,-5134.83268229167
143786.162908423,-5178.89367675781
143975.35522804,-5169.8837483724
144164.547547656,-5098.44714355469
144353.739867272,-5037.55387369792
144542.932186889,-4999.97717285156
144732.124506505,-4986.61946614583
144921.316826121,-4963.43880208333
145110.509145738,-4924.83378092448
145299.701465354,-4888.28381347656
145488.893784971,-4863.94514973958
145678.086104587,-4844.59350585938
145867.278424203,-4838.6552327474
146056.47074382,-4868.53894042969
146245.663063436,-4919.18046061198
146434.855383052,-4977.6562093099
146624.047702669,-5054.29801432292
146813.240022285,-5111.38220214844
147002.432341901,-5106.18998209635
147191.624661518,-5054.33089192708
147380.816981134,-5000.08728027344
147570.00930075,-4963.62532552083
147759.201620367,-4967.09265136719
147948.393939983,-4960.88171386719
148137.586259599,-4935.66528320313
148326.778579216,-4927.48746744792
148515.970898832,-4932.3809000651
148705.163218448,-4957.05240885417
148894.355538065,-4991.90445963542
149083.547857681,-5034.70548502604
149272.740177297,-5079.74291992188
149461.932496914,-5112.79252115885
149651.12481653,-5139.3330485026
149840.317136146,-5162.67126464844
150029.509455763,-5184.80285644531
150218.701775379,-5208.0635172526
150407.894094996,-5241.662109375
150597.086414612,-5296.17997233073
150786.278734228,-5362.033203125
150975.471053845,-5426.45235188802
151164.663373461,-5468.23461914063
151353.855693077,-5496.99910481771
151543.048012694,-5483.03898111979
151732.24033231,-5471.09411621094
151921.432651926,-5468.83809407552
152110.624971543,-5441.43575032552
152299.817291159,-5379.6376546224
152489.009610775,-5325.56982421875
152678.201930392,-5264.93037923177
152867.394250008,-5237.61853027344
153056.586569624,-5213.82279459635
153245.778889241,-5202.61092122396
153434.971208857,-5187.73518880208
153624.163528473,-5165.05550130208
153813.35584809,-5146.11543782552
154002.548167706,-5141.90291341146
154191.740487322,-5131.87874348958
154380.932806939,-5107.22314453125
154570.125126555,-5082.40152994792
154759.317446171,-5070.6425374349
154948.509765788,-5068.96175130208
155137.702085404,-5074.38098144531
155326.894405021,-5088.96533203125
155516.086724637,-5068.46215820313
155705.279044253,-5043.27579752604
155894.47136387,-5010.82141113281
156083.663683486,-4960.01204427083
156272.856003102,-4954
156462.048322719,-4954
156651.240642335,-4954
156840.432961951,-4956.24165852865
157029.625281568,-4984.85489908854
157218.817601184,-5030.64562988281
157408.0099208,-5053.48156738281
157597.202240417,-5061.6777750651
157786.394560033,-5067.17602539063
157975.586879649,-5057.005859375
158164.779199266,-5041.95109049479
158353.971518882,-5045.46801757813
158543.163838498,-5044.62573242188
158732.356158115,-5047.73254394531
158921.548477731,-5057.21919759115
159110.740797347,-5061.84631347656
159299.933116964,-5064.32287597656
159489.12543658,-5073.24157714844
159678.317756196,-5080.55802408854
159867.510075813,-5088.75451660156
160056.702395429,-5107.92366536458
160245.894715046,-5114.37292480469
160435.087034662,-5108.94571940104
160624.279354278,-5072.64339192708
160813.471673895,-5064.04272460938
161002.663993511,-5057.06380208333
161191.856313127,-5067.02364095052
161381.048632744,-5104.72969563802
161570.24095236,-5127.9570719401
161759.433271976,-5151.7998046875
