x,z,coordx,coordy
34227.3606135025,-3013.67114257813,666238.930480179,3147170.36196036
34427.5206170902,-3071.10866292318,666212.511835033,3147368.77083674
34627.680620678,-3119.67224121094,666186.093189888,3147567.17971311
34827.8406242657,-3104.24652099609,666159.674544743,3147765.58858949
35028.0006278534,-3038.86338297526,666133.255899598,3147963.99746587
35228.1606314412,-2951.46464029948,666106.837254453,3148162.40634224
35428.3206350289,-2849.79400634766,666080.418609308,3148360.81521862
35628.4806386166,-2763.98197428385,666053.999964163,3148559.224095
35828.6406422044,-2681.14634195964,666027.581319017,3148757.63297137
36028.8006457921,-2619.07804361979,666001.162673872,3148956.04184775
36228.9606493798,-2584.13893636068,665974.744028727,3149154.45072412
36429.1206529676,-2545.56516520182,665948.325383582,3149352.8596005
36629.2806565553,-2487.09261067708,665921.906738437,3149551.26847688
36829.440660143,-2431.03973388672,665895.488093292,3149749.67735325
37029.6006637308,-2354.57401529948,665869.069448147,3149948.08622963
37229.7606673185,-2336.98795572917,665842.650803001,3150146.49510601
37429.9206709062,-2338.44411214193,665816.232157856,3150344.90398238
37630.080674494,-2307.51820882161,665789.813512711,3150543.31285876
37830.2406780817,-2314.07975260417,665763.394867566,3150741.72173514
38030.4006816694,-2319.26543172201,665736.976222421,3150940.13061151
38230.5606852572,-2300.35692342122,665710.557577276,3151138.53948789
38430.7206888449,-2270.16865030924,665684.138932131,3151336.94836426
38630.8806924326,-2253.86563110352,665657.720286986,3151535.35724064
38831.0406960204,-2274.4106648763,665631.30164184,3151733.76611702
39031.2006996081,-2272.7341003418,665604.882996695,3151932.17499339
39231.3607031958,-2274.66827392578,665578.46435155,3152130.58386977
39431.5207067836,-2207.17242431641,665552.045706405,3152328.99274615
39631.6807103713,-2122.82704671224,665525.62706126,3152527.40162252
39831.840713959,-2038.50041707357,665499.208416115,3152725.8104989
40032.0007175468,-1964.24440511068,665472.789770969,3152924.21937528
40232.1607211345,-1893.08327229818,665446.371125824,3153122.62825165
40432.3207247222,-1830.29928588867,665419.952480679,3153321.03712803
40632.48072831,-1763.81688435872,665393.533835534,3153519.4460044
40832.6407318977,-1699.39454142253,665367.115190389,3153717.85488078
41032.8007354854,-1677.24701944987,665340.696545244,3153916.26375716
41232.9607390732,-1748.6084391276,665314.277900099,3154114.67263353
41433.1207426609,-1786.33154296875,665287.859254953,3154313.08150991
41633.2807462486,-1778.2323811849,665261.440609808,3154511.49038629
41833.4407498364,-1762.86442057292,665235.021964663,3154709.89926266
42033.6007534241,-1817.72196451823,665208.603319518,3154908.30813904
42233.7607570118,-1883.94759114583,665182.184674373,3155106.71701542
42433.9207605996,-2008.04813639323,665155.766029228,3155305.12589179
42634.0807641873,-2096.47136433919,665129.347384083,3155503.53476817
42834.240767775,-2122.84115600586,665102.928738937,3155701.94364454
43034.4007713628,-2098.28424072266,665076.510093792,3155900.35252092
43234.5607749505,-2078.48725382487,665050.091448647,3156098.7613973
43434.7207785382,-2081.52612304688,665023.672803502,3156297.17027367
43634.880782126,-2086.08641560872,664997.254158357,3156495.57915005
43835.0407857137,-2092.28088378906,664970.835513212,3156693.98802643
44035.2007893014,-2092.1037902832,664944.416868067,3156892.3969028
44235.3607928892,-2145.14954630534,664917.998222922,3157090.80577918
44435.5207964769,-2224.9504699707,664891.579577776,3157289.21465556
44635.6808000646,-2248.91622924805,664865.160932631,3157487.62353193
44835.8408036524,-2282.17011515299,664838.742287486,3157686.03240831
45036.0008072401,-2293.04089355469,664812.323642341,3157884.44128468
45236.1608108279,-2246.69873046875,664785.904997196,3158082.85016106
45436.3208144156,-2181.72428385417,664759.486352051,3158281.25903744
45636.4808180033,-2138.33466593424,664733.067706905,3158479.66791381
45836.6408215911,-2093.37749226888,664706.64906176,3158678.07679019
46036.8008251788,-2020.87030029297,664680.230416615,3158876.48566657
46236.9608287665,-1956.77688598633,664653.81177147,3159074.89454294
46437.1208323543,-1967.87609863281,664627.393126325,3159273.30341932
46637.280835942,-2006.06907145182,664600.97448118,3159471.7122957
46837.4408395297,-2043.79263305664,664574.555836034,3159670.12117207
47037.6008431175,-2057.76940917969,664548.137190889,3159868.53004845
47237.7608467052,-2058.22962443034,664521.718545744,3160066.93892483
47437.9208502929,-2013.70228068034,664495.299900599,3160265.3478012
47638.0808538807,-2068.75792439779,664468.881255454,3160463.75667758
47838.2408574684,-2169.70263671875,664442.462610309,3160662.16555395
48038.4008610561,-2309.62221272786,664416.043965164,3160860.57443033
48238.5608646439,-2323.54612223307,664389.625320019,3161058.98330671
48438.7208682316,-2243.65757242839,664363.206674873,3161257.39218308
48638.8808718193,-2197.45148722331,664336.788029728,3161455.80105946
48839.0408754071,-2144.29399617513,664310.369384583,3161654.20993584
49039.2008789948,-2135.49298095703,664283.950739438,3161852.61881221
49239.3608825825,-2173.56823730469,664257.532094293,3162051.02768859
49439.5208861703,-2288.06235758464,664231.113449148,3162249.43656497
49639.680889758,-2385.45351155599,664204.694804003,3162447.84544134
49839.8408933457,-2474.60282389323,664178.276158858,3162646.25431772
50040.0008969335,-2525.16524251302,664151.857513712,3162844.66319409
50240.1609005212,-2567.32478841146,664125.438868567,3163043.07207047
50440.3209041089,-2634.79349772135,664099.020223422,3163241.48094685
50640.4809076967,-2766.64963785807,664072.601578277,3163439.88982322
50840.6409112844,-2899.21779378255,664046.182933132,3163638.2986996
51040.8009148721,-2967.94305419922,664019.764287987,3163836.70757598
51240.9609184599,-3054.09765625,663993.345642842,3164035.11645235
51441.1209220476,-3190.36061604818,663966.926997696,3164233.52532873
51641.2809256353,-3307.46368408203,663940.508352551,3164431.93420511
51841.4409292231,-3408.88358561198,663914.089707406,3164630.34308148
52041.6009328108,-3471.39241536458,663887.671062261,3164828.75195786
52241.7609363985,-3559.9658203125,663861.252417116,3165027.16083423
52441.9209399863,-3589.23514811198,663834.833771971,3165225.56971061
52642.080943574,-3481.77608235677,663808.415126826,3165423.97858699
52842.2409471617,-3391.95855712891,663781.99648168,3165622.38746336
53042.4009507495,-3308.93644205729,663755.577836535,3165820.79633974
53242.5609543372,-3217.06520589193,663729.15919139,3166019.20521612
53442.7209579249,-3295.86676025391,663702.740546245,3166217.61409249
53642.8809615127,-3406.8627726237,663676.3219011,3166416.02296887
53843.0409651004,-3478.47035725911,663649.903255955,3166614.43184525
54043.2009686881,-3540.64267985026,663623.484610809,3166812.84072162
54243.3609722759,-3634.12947591146,663597.065965664,3167011.249598
54443.5209758636,-3735.47145589193,663570.647320519,3167209.65847437
54643.6809794513,-3782.66717529297,663544.228675374,3167408.06735075
54843.8409830391,-3756.40214029948,663517.810030229,3167606.47622713
55044.0009866268,-3748.46166992188,663491.391385084,3167804.8851035
55244.1609902145,-3730.60837809245,663464.972739939,3168003.29397988
55444.3209938023,-3674.26352945964,663438.554094793,3168201.70285626
55644.48099739,-3607.99285888672,663412.135449648,3168400.11173263
55844.6410009777,-3495.2563680013,663385.716804503,3168598.52060901
56044.8010045655,-3377.53420003255,663359.298159358,3168796.92948539
56244.9610081532,-3259.00992838542,663332.879514213,3168995.33836176
56445.121011741,-3158.83872477214,663306.460869068,3169193.74723814
56645.2810153287,-3089.93690999349,663280.042223923,3169392.15611451
56845.4410189164,-3007.96903483073,663253.623578778,3169590.56499089
57045.6010225041,-2951.56123860677,663227.204933632,3169788.97386727
57245.7610260919,-2880.40590413411,663200.786288487,3169987.38274364
57445.9210296796,-2814.94142659505,663174.367643342,3170185.79162002
57646.0810332673,-2763.70725504557,663147.948998197,3170384.2004964
57846.2410368551,-2704.88104248047,663121.530353052,3170582.60937277
58046.4010404428,-2631.58365885417,663095.111707907,3170781.01824915
58246.5610440306,-2598.6826171875,663068.693062762,3170979.42712553
58446.7210476183,-2621.58573404948,663042.274417616,3171177.8360019
58646.881051206,-2654.1181640625,663015.855772471,3171376.24487828
58847.0410547937,-2703.91286214193,662989.437127326,3171574.65375465
59047.2010583815,-2789.69506835938,662963.018482181,3171773.06263103
59247.3610619692,-2843.79189046224,662936.599837036,3171971.47150741
59447.521065557,-2861.73752848307,662910.181191891,3172169.88038378
59647.6810691447,-2817.16955566406,662883.762546745,3172368.28926016
59847.8410727324,-2714.71006266276,662857.3439016,3172566.69813654
60048.0010763202,-2610.67215983073,662830.925256455,3172765.10701291
60248.1610799079,-2495.33683268229,662804.50661131,3172963.51588929
60448.3210834956,-2356.11814371745,662778.087966165,3173161.92476567
60648.4810870834,-2195.00073242188,662751.66932102,3173360.33364204
60848.6410906711,-2073.67321777344,662725.250675875,3173558.74251842
61048.8010942588,-2039.31369018555,662698.832030729,3173757.15139479
61248.9610978466,-1995.17667643229,662672.413385584,3173955.56027117
61449.1211014343,-1926.04140218099,662645.994740439,3174153.96914755
61649.281105022,-1879.90202840169,662619.576095294,3174352.37802392
61849.4411086098,-1922.15481567383,662593.157450149,3174550.7869003
62049.6011121975,-1959.91350301107,662566.738805004,3174749.19577668
62249.7611157852,-1985.41041056315,662540.320159859,3174947.60465305
62449.921119373,-2045.54506429036,662513.901514714,3175146.01352943
62650.0811229607,-2100.82793172201,662487.482869568,3175344.42240581
62850.2411265484,-2160.65495808919,662461.064224423,3175542.83128218
63050.4011301362,-2198.15753173828,662434.645579278,3175741.24015856
63250.5611337239,-2236.82997639974,662408.226934133,3175939.64903494
63450.7211373116,-2257.04567464193,662381.808288988,3176138.05791131
63650.8811408994,-2236.91632080078,662355.389643843,3176336.46678769
63851.0411444871,-2165.86775716146,662328.970998698,3176534.87566406
64051.2011480748,-2100.10247802734,662302.552353552,3176733.28454044
64251.3611516626,-2024.11844889323,662276.133708407,3176931.69341682
64451.5211552503,-1940.37301635742,662249.715063262,3177130.10229319
64651.681158838,-1857.30989583333,662223.296418117,3177328.51116957
64851.8411624258,-1767.72880045573,662196.877772972,3177526.92004595
65052.0011660135,-1681.81875610352,662170.459127827,3177725.32892232
65252.1611696012,-1620.4231262207,662144.040482682,3177923.7377987
65452.321173189,-1605.53637695313,662117.621837536,3178122.14667508
65652.4811767767,-1588.85631306966,662091.203192391,3178320.55555145
65852.6411803644,-1582.88750203451,662064.784547246,3178518.96442783
66052.8011839522,-1587.10855102539,662038.365902101,3178717.3733042
66252.9611875399,-1611.01302083333,662011.947256956,3178915.78218058
66453.1211911276,-1577.83773803711,661985.528611811,3179114.19105696
66653.2811947154,-1523.26421101888,661959.109966666,3179312.59993333
66853.4411983031,-1467.9494527181,661932.69132152,3179511.00880971
67053.6012018908,-1408.56234741211,661906.272676375,3179709.41768609
67253.7612054786,-1347.00517781576,661879.85403123,3179907.82656246
67453.9212090663,-1289.31705729167,661853.435386085,3180106.23543884
67654.081212654,-1245.66612752279,661827.01674094,3180304.64431522
67854.2412162418,-1204.38904825846,661800.598095795,3180503.05319159
68054.4012198295,-1206.68581136068,661774.17945065,3180701.46206797
68254.5612234172,-1235.84250895182,661747.760805504,3180899.87094434
68454.721227005,-1249.68609619141,661721.342160359,3181098.27982072
68654.8812305927,-1284.78474934896,661694.923515214,3181296.6886971
68855.0412341804,-1345.93409220378,661668.504870069,3181495.09757347
69055.2012377682,-1413.73049926758,661642.086224924,3181693.50644985
69255.3612413559,-1500.00760904948,661615.667579779,3181891.91532623
69455.5212449437,-1578.33037312826,661589.248934634,3182090.3242026
69655.6812485314,-1635.94505818685,661562.830289488,3182288.73307898
69855.8412521191,-1688.17801920573,661536.411644343,3182487.14195536
70056.0012557069,-1739.11876424154,661509.992999198,3182685.55083173
70256.1612592946,-1803.33140055339,661483.574354053,3182883.95970811
70456.3212628823,-1864.76538085938,661457.155708908,3183082.36858448
70656.48126647,-1920.45678710938,661430.737063763,3183280.77746086
70856.6412700578,-1989.82313028971,661404.318418618,3183479.18633724
71056.8012736455,-2090.56169637044,661377.899773472,3183677.59521361
71256.9612772332,-2175.47491455078,661351.481128327,3183876.00408999
71457.121280821,-2263.2837117513,661325.062483182,3184074.41296637
71657.2812844087,-2352.51702880859,661298.643838037,3184272.82184274
71857.4412879965,-2438.6562093099,661272.225192892,3184471.23071912
72057.6012915842,-2522.19557698568,661245.806547747,3184669.6395955
72257.7612951719,-2617.45751953125,661219.387902602,3184868.04847187
72457.9212987597,-2700.47253417969,661192.969257456,3185066.45734825
72658.0813023474,-2741.57159423828,661166.550612311,3185264.86622463
72858.2413059351,-2772.81634521484,661140.131967166,3185463.275101
73058.4013095229,-2741.60925292969,661113.713322021,3185661.68397738
73258.5613131106,-2773.9369913737,661087.294676876,3185860.09285375
73458.7213166983,-2827.14394124349,661060.876031731,3186058.50173013
73658.8813202861,-2847.32340494792,661034.457386585,3186256.91060651
73859.0413238738,-2924.48592122396,661008.03874144,3186455.31948288
74059.2013274615,-2987.40834554036,660981.620096295,3186653.72835926
74259.3613310493,-3035.09527587891,660955.20145115,3186852.13723564
74459.521334637,-3036.95888264974,660928.782806005,3187050.54611201
74659.6813382247,-3008.07743326823,660902.36416086,3187248.95498839
74859.8413418125,-2939.84289550781,660875.945515715,3187447.36386477
75060.0013454002,-2882.68353271484,660849.526870569,3187645.77274114
75260.1613489879,-2829.47487386068,660823.108225424,3187844.18161752
75460.3213525757,-2767.69763183594,660796.689580279,3188042.59049389
75660.4813561634,-2714.19293212891,660770.270935134,3188240.99937027
75860.6413597511,-2669.78096516927,660743.852289989,3188439.40824665
76060.8013633389,-2638.75887044271,660717.433644844,3188637.81712302
76260.9613669266,-2601.01381429036,660691.014999699,3188836.2259994
76461.1213705143,-2571.60457356771,660664.596354553,3189034.63487578
76661.2813741021,-2558.38423665365,660638.177709408,3189233.04375215
76861.4413776898,-2553.19364420573,660611.759064263,3189431.45262853
77061.6013812775,-2560.45387776693,660585.340419118,3189629.86150491
77261.7613848653,-2565.0258585612,660558.921773973,3189828.27038128
77461.921388453,-2546.03114827474,660532.503128828,3190026.67925766
77662.0813920407,-2533.20385742188,660506.084483683,3190225.08813403
77862.2413956285,-2494.74556477865,660479.665838538,3190423.49701041
78062.4013992162,-2377.94791666667,660453.247193392,3190621.90588679
78262.5614028039,-2202.50439453125,660426.828548247,3190820.31476316
78462.7214063917,-2028.22970581055,660400.409903102,3191018.72363954
78662.8814099794,-1859.24785359701,660373.991257957,3191217.13251592
78863.0414135671,-1715.65162150065,660347.572612812,3191415.54139229
79063.2014171549,-1583.6550394694,660321.153967667,3191613.95026867
79263.3614207426,-1513.69794718424,660294.735322522,3191812.35914505
79463.5214243303,-1573.94819132487,660268.316677376,3192010.76802142
79663.6814279181,-1660.99615478516,660241.898032231,3192209.1768978
79863.8414315058,-1682.11938476563,660215.479387086,3192407.58577417
80064.0014350935,-1718.80500284831,660189.060741941,3192605.99465055
80264.1614386813,-1647.94074503581,660162.642096796,3192804.40352693
80464.321442269,-1539.50859578451,660136.223451651,3193002.8124033
80664.4814458567,-1410.47318522135,660109.804806506,3193201.22127968
80864.6414494445,-1269.2080078125,660083.38616136,3193399.63015606
81064.8014530322,-1191.18711344401,660056.967516215,3193598.03903243
81264.9614566199,-1208.72092692057,660030.54887107,3193796.44790881
81465.1214602077,-1233.19309488932,660004.130225925,3193994.85678519
81665.2814637954,-1147.75692749023,659977.71158078,3194193.26566156
81865.4414673831,-1122.62214152018,659951.292935635,3194391.67453794
82065.6014709709,-1176.3948059082,659924.87429049,3194590.08341431
82265.7614745586,-1239.76180013021,659898.455645344,3194788.49229069
82465.9214781464,-1308.04340616862,659872.037000199,3194986.90116707
82666.0814817341,-1401.33435058594,659845.618355054,3195185.31004344
82866.2414853218,-1516.75344848633,659819.199709909,3195383.71891982
83066.4014889096,-1651.70074462891,659792.781064764,3195582.1277962
83266.5614924973,-1747.29223632813,659766.362419619,3195780.53667257
83466.721496085,-1732.55112711589,659739.943774474,3195978.94554895
83666.8814996727,-1657.2489827474,659713.525129328,3196177.35442533
83867.0415032605,-1656.45438639323,659687.106484183,3196375.7633017
84067.2015068482,-1697.6885172526,659660.687839038,3196574.17217808
84267.3615104359,-1693.17719523112,659634.269193893,3196772.58105445
84467.5215140237,-1697.67947387695,659607.850548748,3196970.98993083
84667.6815176114,-1720.12668863932,659581.431903603,3197169.39880721
84867.8415211992,-1670.67056274414,659555.013258458,3197367.80768358
85068.0015247869,-1567.71900431315,659528.594613312,3197566.21655996
85268.1615283746,-1452.30859375,659502.175968167,3197764.62543634
85468.3215319624,-1348.91466267904,659475.757323022,3197963.03431271
85668.4815355501,-1270.92475382487,659449.338677877,3198161.44318909
85868.6415391378,-1235.59748331706,659422.920032732,3198359.85206547
86068.8015427256,-1272.13460286458,659396.501387587,3198558.26094184
86268.9615463133,-1333.50448608398,659370.082742441,3198756.66981822
86469.121549901,-1400.33204142253,659343.664097297,3198955.0786946
86669.2815534888,-1484.15260823568,659317.245452151,3199153.48757097
86869.4415570765,-1576.22422281901,659290.826807006,3199351.89644735
87069.6015606642,-1648.06525675456,659264.408161861,3199550.30532372
87269.761564252,-1644.74655151367,659237.989516716,3199748.7142001
87469.9215678397,-1596.23827107747,659211.570871571,3199947.12307648
87670.0815714274,-1559.45350138346,659185.152226425,3200145.53195285
87870.2415750152,-1589.97692871094,659158.73358128,3200343.94082923
