DBID,X,Y,PX,PY,u_location,u_scale,u_mean,u_sd,xobs,zobs
154,-649003.708039688,3586659.13817812,-608216.641673097,3567374.73873402,-0.516906642762,0.105245770042,0.599674478571,0.0632883773132,119147.334509031,-2892.146973
155,-645182.552204113,3586482.63403165,-607586.708345924,3568707.06606402,-0.721730839163,0.104911770749,0.488591948337,0.0514004158409,120621.075365132,-3024.529053
156,-638783.814305592,3586053.2385626,-606583.564784948,3570828.74390601,-0.836042143581,0.104872982959,0.435812587902,0.0458309242482,122967.948576265,-3609.82373
157,-634912.999947615,3588879.79333171,-604784.106813768,3574634.64991346,-0.911480344701,0.105690166682,0.404179925897,0.0428374157919,127177.814313745,-3725.94458
158,-633485.258173986,3597352.73361636,-601249.11203847,3582111.26679871,-0.671719677381,0.105715950225,0.513691829766,0.0544575012386,135448.001017208,-4202.205078
160,-623336.145759969,3601453.8531496,-597810.0653986,3589384.95058361,-1.68944726174,0.105283481586,0.185647612996,0.0195999162535,143493.715254861,-4640.824707
161,-615506.817469098,3597920.73911951,-597744.897018088,3589522.78360603,-1.8190304175,0.104739229459,0.163074966879,0.0171272977701,143646.177905658,-4957.187988
162,-629651.36442374,3588824.61009425,-603844.111548346,3576622.76727155,-1.25783258677,0.106642582598,0.285890540612,0.0305749938844,129376.950900802,-4238.835938
163,-618250.52131706,3586027.49573974,-602842.007420635,3578742.24668192,-1.61406528067,0.104469610831,0.20016598515,0.0209684483674,131721.392338279,-4875.350098
179,-680431.389550804,3527120.98232644,-636965.518927167,3506570.02620328,-1.86937285383,0.10768744455,0.155117162428,0.0167527158681,51888.7959483754,-1087.376221
180,-678701.455712202,3535078.18129098,-633574.607045889,3513741.90357213,-1.12581251465,0.104859259583,0.326177103622,0.0342969239181,59821.8980137952,-1348.64856
181,-672708.916540467,3526020.73798151,-635979.755915005,3508654.94367843,-1.09587113332,0.105404404131,0.336110236127,0.0355261279615,54195.0070389589,-1509.175049
182,-673545.311934316,3538045.91930968,-631485.758366593,3518159.87935401,-1.05308943444,0.104244973875,0.350758990837,0.0366644248216,64708.7987508991,-1553.054688
184,-666512.586473874,3540314.60057703,-629324.183398939,3522731.67335349,-1.32478786634,0.104614936851,0.267318158842,0.028042162578,69765.8440062268,-1596.1427
185,-659618.977429979,3544796.28029125,-626332.871386542,3529058.3853637,-1.43608370629,0.104482662604,0.239159306933,0.0250563526982,76764.0746694516,-1740.445068
186,-654999.150040281,3551405.63877498,-622934.802700113,3536245.39958384,-1.39613097723,0.10426691973,0.248902212147,0.0260229625977,84713.9202150071,-1879.773438
187,-667027.667825746,3552877.15742873,-624563.826233766,3532799.96737464,-1.49149741523,0.105295463781,0.226286394905,0.0238931267986,80902.7890467819,-1763.57373
189,-656436.345668431,3563950.07359335,-618349.921838274,3545942.55611375,-1.4882122922,0.105333300161,0.227031900592,0.0239805050455,95440.3351465089,-1862.398193
192,-657521.603119328,3572620.93826246,-615197.578288769,3552609.85451402,-1.92826501752,0.105861199622,0.146217254218,0.0155222013243,102815.302116769,-1876.147461
194,-650103.615223646,3557189.17193971,-619805.479418348,3542864.00944752,-1.17042695151,0.104925317115,0.311946902351,0.0328214215004,92035.0308363096,-1988.85022
195,-646873.361360724,3558542.52779758,-618692.332452947,3545218.34769306,-1.55220747015,0.104504789854,0.212939573799,0.02231410209,94639.2590791898,-1823.092651
196,-651280.121400245,3568241.49128927,-615749.557819057,3551442.40173437,-1.62914249219,0.104358770567,0.197168395538,0.0206324013889,101523.935633323,-1909.689819
197,-643254.844150307,3558932.67019435,-617880.456504493,3546935.48896505,-1.23463261217,0.103854965361,0.292514896544,0.0304612250154,96538.6581166876,-2076.485352
198,-639926.240580083,3562481.13914226,-615901.097914814,3551121.89001916,-1.03871722789,0.104887026457,0.35586046268,0.0374280376065,101169.404731687,-2251.815918
199,-636326.360759512,3565074.58508875,-614241.219312758,3554632.5815965,-0.825470224,0.104700647275,0.440436450291,0.0462406484919,105052.721912242,-2534.527344
200,-640193.500085302,3574569.65854392,-611278.641928161,3560898.51903219,-0.964022227169,0.104739133363,0.383453435969,0.0402729814749,111983.727373772,-2732.103027
202,-621549.273495342,3573585.69479367,-608252.502519704,3567298.89199921,-0.781328077042,0.104403701454,0.460299455721,0.0481882216575,119063.437384528,-3858.827881
203,-633776.396130905,3578659.6026969,-608525.764812827,3566720.93429214,-0.998417509798,0.104524573928,0.370480370587,0.038830313518,118424.135114852,-3412.787109
204,-624079.760283035,3578534.41309639,-606802.531446844,3570365.62304001,-0.665635683046,0.104461998188,0.516758553269,0.0541292324584,122455.671956124,-3665.477539
205,-629864.832661267,3581768.87785678,-606609.612096432,3570773.65308375,-0.821027273219,0.104626683831,0.44239421656,0.0464132000741,122907.01040159,-3616.939453
206,-648341.535641152,3580656.06962785,-610415.385843138,3562724.33078917,-1.02314536265,0.104423455554,0.36142770859,0.0378446502211,114003.331206268,-2736.261719
207,-643053.184272315,3579414.04405191,-609929.133000367,3563752.76971082,-0.812520545368,0.104579832605,0.44617140945,0.046788403362,115140.928869185,-3078.6875
211,-661239.159606131,3537293.40917671,-629528.168397234,3522300.23914226,-1.48376018704,0.104866323892,0.228033731888,0.0239789527082,69288.6172696004,-1868.790894
213,-660283.40940649,3523776.35694819,-634576.853039101,3511622.12411209,-1.22196985154,0.104939915031,0.29627604978,0.0311769772218,57477.1246793094,-1814.438843
214,-660089.724579565,3530802.91385742,-631826.241015699,3517439.74863664,-1.2907587753,0.104441854801,0.276566294185,0.0289640464291,63912.2331952519,-1867.334595
215,-654507.6930212,3531938.12399572,-630367.712560538,3520524.57879019,-1.33805258832,0.104178557583,0.263783654485,0.0275553324259,67324.4879235422,-1988.674927
216,-649353.580127546,3524653.75805231,-632240.886505221,3516562.76135224,-1.4491463827,0.10394051991,0.236042225852,0.024600766089,62942.1622808436,-1908.907471
217,-655929.294406178,3523252.8239616,-633983.646214762,3512876.77381915,-1.19896357096,0.10450379486,0.303157426379,0.0317677962893,58864.9431918952,-1840.523315
233,-668758.370835919,3517624.1505166,-638502.614107915,3503319.02513733,-2.06906916485,0.106560611536,0.127022431404,0.0135741037291,48292.7328892136,-1097.992432
241,-692844.705576385,3501718.48031723,-649049.593494582,3481011.85661711,1.81970213859,0.107668605185,6.20588728044,0.670120384044,23617.8764241275,-605.737976
242,-690612.409511094,3500771.06840852,-649007.847147844,3481100.15135607,1.630041403,0.105865858059,5.13276855503,0.544911015757,23715.5427867832,-593.561218
245,-688010.259612479,3500440.15671508,-648660.297171007,3481835.22967739,1.64548291105,0.106803981909,5.21316134766,0.558377998358,24528.6424884616,-637.373169
247,-682062.993761904,3498924.41250849,-648159.429579645,3482894.57921788,1.52274913946,0.105942932087,4.61061425372,0.489835815818,25700.4316303363,-672.583862
248,-679749.176710885,3497587.04038026,-648253.478766126,3482695.66244985,1.64199256245,0.108436924697,5.19591035397,0.565088882345,25480.4017912695,-683.303833
249,-677195.805375942,3493079.84299619,-649528.654792811,3479998.62802157,1.74860721847,0.109044870787,5.78086086628,0.63225178457,22497.1035148034,-636.967224
250,-669835.796602568,3479902.32202577,-653276.056043824,3472072.76525512,1.67697890578,0.106285242651,5.37967079715,0.573398207473,13729.9878700403,-590.775879
252,-670242.670502844,3475597.74092538,-655013.783659532,3468397.42074702,1.21622333064,0.110560905435,3.39510669475,0.376516088629,9664.54145917345,-454.188171
253,-667522.858967386,3472713.67383348,-655631.335154061,3467091.28135361,1.01888868331,0.108071390207,2.78633857709,0.302004864051,8219.76813321332,-451.559937
254,-663530.842202845,3468667.07770284,-656465.678546665,3465326.62078302,1.11932061451,0.109766207339,3.08127947489,0.339241695766,6267.80608793717,-418.365265
255,-666008.235862723,3470204.3802577,-656324.257613133,3465625.73017547,1.20917806904,0.11048911382,3.37124459151,0.373625536188,6598.66301939755,-420.164398
259,-660060.83896812,3469855.54367482,-655372.445815627,3467638.839843,1.40893164856,0.107497526981,4.11529083206,0.443664684371,8825.44460531078,-456.534821
260,-648907.913367157,3468329.05909714,-653924.63617201,3470700.99939801,1.9611026618,0.110002285784,7.15028998506,0.788933658935,12212.6224725774,-481.369659
265,-651606.462840906,3499794.14165841,-642258.830463547,3495374.51816793,-2.13919596928,0.106387701331,0.118417732764,0.0126339222452,39504.9941415491,-1047.671387
266,-646819.564787579,3499609.66666622,-641455.532750123,3497073.51622305,-1.43659947008,0.104769928369,0.239043173493,0.0251134204163,41384.3242370017,-1303.773438
268,-666881.183960033,3482877.94468506,-651586.388052726,3475646.46225773,1.96002643889,0.106831827706,7.1401441027,0.764976279767,17682.9978860362,-622.080505
272,-655349.616918529,3497142.61605043,-643967.329110198,3491760.9937805,-3.25510335261,0.104612729448,0.0387885010475,0.00406889820123,35507.9294530372,-684.101685
273,-657095.186464082,3501331.82131335,-642667.444406263,3494510.28778066,-2.72611830861,0.114798722008,0.0659057930061,0.0075908966575,38549.0341442363,-812.92688
274,-659274.895632692,3517196.44838983,-636935.223823608,3506634.10122947,-1.37337130209,0.10466945495,0.254642811576,0.0267264926115,51959.6719124335,-1426.627808
275,-653927.798611744,3514879.54573275,-636853.595463576,3506806.74758788,-1.20177998404,0.104550903767,0.302306299664,0.031692965382,52150.6429946183,-1569.321777
276,-652536.879428404,3509241.48018635,-638778.149372234,3502736.26002999,-1.34322506535,0.105486009651,0.262458733183,0.0277629201276,47648.1129607135,-1520.727539
277,-648013.959984332,3509310.3102736,-637925.198502988,3504540.27595552,-1.5661420514,0.104418900833,0.209991043753,0.021986939258,49643.6075472502,-1703.486572
279,-668231.481298169,3487872.93925158,-649902.909982993,3479207.0673964,1.81825062907,0.106732604954,6.19626414725,0.663231372205,21621.5264646829,-597.087646
281,-672059.928184655,3494721.78959188,-647955.825552089,3483325.2076649,1.90858396738,0.106247954866,6.7817032101,0.722580369932,26176.7670787586,-674.73114
285,-646108.279655098,3491152.6364334,-644593.571757237,3490436.47234646,-1.89115153483,0.105361222223,0.15173783132,0.0160317548049,34042.8230124642,-904.754028
286,-629870.265359491,3489345.63541985,-642325.096568241,3495234.3634269,-1.37684677759,0.104406424276,0.253752365405,0.0265657404532,39349.9633444029,-1266.317017
288,-624806.167904049,3481730.13378525,-644342.675188499,3490967.1258952,-1.487302852,0.104548872642,0.227219761244,0.0238206328124,34629.8002496656,-1151.657349
290,-622030.853530894,3474350.94276992,-646687.106620689,3486008.58514863,-1.3248533199,0.106004867046,0.267339791063,0.0284191181564,29144.9588594702,-1094.085327
292,-621642.296927563,3483777.90078687,-642973.319983002,3493863.35202907,-1.31812629923,0.104226548453,0.269093947665,0.0281230751709,37833.4324846967,-1309.002319
293,-621040.121932318,3488575.90312195,-641009.240720216,3498017.43686187,-1.08096482501,0.104074682531,0.341110415416,0.0355973079833,42428.4328273141,-1517.720581
294,-622542.104535377,3491075.6052493,-640317.715155857,3499480.03356702,-0.993336093455,0.104317851464,0.372359688836,0.0389496792207,44046.2698797003,-1415.479736
295,-617116.990167242,3497253.19133487,-636939.364604106,3506625.34335814,-1.96417470161,0.106492775986,0.141069254017,0.0150655497386,51949.984478647,-1232.030762
296,-625569.411674026,3494259.49907922,-639640.484162057,3500912.39683919,-1.19869426923,0.104036691069,0.303224309284,0.0316320083971,45630.6645156508,-1404.440674
297,-628619.089119375,3496370.97941531,-639381.745835059,3501459.63593499,-1.22400322802,0.104258406422,0.295653144653,0.0309082793933,46235.9876936554,-1407.150513
298,-630488.432968153,3498628.51813524,-638850.916041546,3502582.3564055,-1.30092035757,0.104463846192,0.273770802467,0.0286773521304,47477.8739704874,-1367.991455
299,-619603.566696418,3503520.0290327,-634972.018960627,3510786.33668123,-1.75260417055,0.103806926796,0.174258363821,0.0181380666166,56552.6265802752,-1365.157471
300,-629826.960784875,3502407.08898662,-637269.935024677,3505926.17729276,-1.13046857267,0.104800094297,0.324659920561,0.0341180273844,51176.6087679197,-1530.716553
301,-630804.63971252,3506359.50886799,-635921.253381007,3508778.67824137,-1.42970852317,0.104631024441,0.240692595378,0.0252529964663,54331.8748165779,-1485.459595
302,-629369.414930211,3510924.26365343,-633895.10526807,3513064.04049963,-1.3374351422,0.104807508152,0.263963924361,0.0277415487401,59072.0864004681,-1400.871338
304,-619842.053112821,3514185.11094929,-630894.355401989,3519410.71384521,-1.57299860026,0.104769069093,0.208563793327,0.021911134106,66092.3970997363,-1564.193726
305,-613748.795590043,3508220.48515334,-632085.966005221,3516890.42272087,-1.70684484203,0.105439272807,0.182448721795,0.0192908518684,63304.60170173,-1625.495361
306,-617316.667046602,3518079.59021982,-628928.041039336,3523569.52597931,-1.30252075524,0.104607965911,0.273337128708,0.0286716423831,70692.6265004916,-1722.907715
307,-608134.669961557,3512532.30647737,-629394.057357025,3522583.88789748,-1.2964956889,0.105059643661,0.275001995622,0.0289715182903,69602.3725682715,-1628.24939
308,-599650.914718809,3511165.3729062,-628372.26032201,3524745.01838023,-1.66784392485,0.103898139416,0.189674371152,0.0197601169504,71992.8859324415,-1730.897339
